"","country.code","country.name","year","pov","income","reg","edu.total","hlth","mil","fdi","lbr.part","unemp","pop.gwth.total","pop.gwth.rural","pop.gwth.urban","gdp.dflt","gcf","trade","gdp.pc","lfdi","lgdp.dflt","lgdp.pc"
"1","AGO","Angola",2000,21.4,"L","Sub-Saharan Africa",2.60753011703491,1.90859938,6.39260315427404,878620000,NA,NA,3.27721534718274,0.921039702886541,5.68176436901756,418.018991534099,30.4932189762628,152.547109454858,556.83618223535,20.5938630527342,6.03552686578475,6.32227108937185
"2","AGO","Angola",2008,14.6,"LM","Sub-Saharan Africa",2.69000005722046,3.32290483,3.5731203644916,1678971010,NA,NA,3.71055489102729,1.90989493407563,5.01966522581942,19.3657735558326,30.804053314644,121.364708453698,4080.94101529549,21.2414469486629,2.96350725824855,8.31408288180846
"3","AGO","Angola",2018,31.1,"LM","Sub-Saharan Africa",2.04470133781433,2.54010224,1.87177586619642,-6456076413.12033,NA,NA,3.2761445879162,1.33773771293477,4.31180314839867,28.1670288537532,17.8694205677582,66.3780133263399,2524.94248263123,NA,3.33815210432548,7.83397356229406
"4","ALB","Albania",1996,0.5,"LM","Europe & Central Asia",3.08350992202759,NA,1.37902962734156,90100000,38.810001373291,12.3000001907349,-0.62151139901728,-1.54573700405918,0.812476342196282,38.1720581994814,18.063790715967,44.895444716607,1009.97727483821,18.3164307225786,3.64210378721803,6.91768310942198
"5","ALB","Albania",2002,1.1,"LM","Europe & Central Asia",3.11779999732971,6.90934134,1.32003449433204,1.35e+08,59.6100006103516,15.8000001907349,-0.299876697084691,-2.16908875661279,2.18120890441126,3.6474762708812,35.2640615632586,68.5250682234387,1425.12421860142,18.7207853364027,1.29403549580932,7.26201425985195
"6","ALB","Albania",2005,0.6,"LM","Europe & Central Asia",3.28154993057251,6.33554173,1.35000497056322,262479012.637464,34.5,14.1000003814697,-0.511790116421897,-2.51895262176947,1.82642935665107,3.30681814689954,36.8696756752052,70.8723467754672,2673.78658429559,19.3856816849424,1.1959864421337,7.89125094306901
"7","ALB","Albania",2008,0.2,"LM","Europe & Central Asia",NA,5.1390624,1.98486885667765,1247181714.30558,53.189998626709,13.0600004196167,-0.767342959142321,-2.92157841933936,1.43512421072918,4.11708542559394,35.7784238754261,77.4517514962857,4370.5399247769,20.9441522142033,1.4151454920488,8.38264183303817
"8","ALB","Albania",2012,0.6,"UM","Europe & Central Asia",2.9300000667572,5.05526543,1.48708257655216,917994575.801857,56.9900016784668,13.3800001144409,-0.165151040121679,-2.50885449397691,1.84837893643447,1.04271460643407,28.3285499594466,76.5102006210933,4247.63004748194,20.6377020398547,0.0418275109957883,8.35411647049514
"9","ALB","Albania",2014,1,"UM","Europe & Central Asia",3.04999995231628,5.50347328,1.34651599128914,1149927985.77736,53.4199981689453,18.0499992370605,-0.207046999760594,-2.55658540421134,1.64611599636276,1.54991706986272,25.6746926299268,75.4078455964825,4578.63320812155,20.8629651562976,0.438201426185428,8.42915580639595
"10","ALB","Albania",2015,0.1,"UM","Europe & Central Asia",3.43796992301941,4.89631176,1.16230386432234,989578334.828615,55.5,17.1900005340576,-0.291205786840436,-2.63858844271517,1.48476433256912,0.563991350160876,25.8190485021686,71.801006339647,3952.80253807527,20.7127894859458,-0.572716364195876,8.28218010962688
"11","ALB","Albania",2016,0.1,"UM","Europe & Central Asia",3.96209001541138,4.91601658,1.10358100880452,1044389554.85795,57.310001373291,15.4200000762939,-0.159880412127734,-2.50593818481915,1.54401448032371,-0.632653419095547,25.2238259425092,74.809862823171,4124.05538986272,20.7666983936457,NA,8.32459227614819
"12","ALB","Albania",2017,0.4,"UM","Europe & Central Asia",3.61173009872437,5.01263571,1.10869638590383,1022757857.07377,58.060001373291,13.6199998855591,-0.0919722937442495,-2.43282532196503,1.54128496391169,1.45106269924993,25.0525458760709,78.1942739956599,4531.0193737689,20.7457685970457,0.372296184029769,8.41870222048428
