region,country.code,economy,year,survey.name,survey.year,survey.coverage,datatype,comparability,dep.monetary,edu.attainment,edu.enrollment,infra.electricity,infra.sanitation,infra.drinkWater,dep.mpi
SAS,LKA,Sri Lanka,2016,HIES,2016,N,c,3,0.9,3.8,4.0,2.5,0.8,12.5,1.4
SSA,LSO,Lesotho,2017,CMSHBS,2017,N,c,3,27.2,18.1,4.8,58.7,55.1,13.7,36.6
ECA,LTU,Lithuania,2012,EU-SILC,2013,N,i,3,1.0,0.6,,0.0,13.6,12.9,1.6
ECA,LTU,Lithuania,2013,EU-SILC,2014,N,i,3,0.7,0.5,,0.0,12.5,12.0,1.3
ECA,LTU,Lithuania,2014,EU-SILC,2015,N,i,3,1.3,0.5,,0.0,12.3,11.4,1.8
ECA,LTU,Lithuania,2015,EU-SILC,2016,N,i,3,1.1,0.4,,0.0,13.7,13.0,1.5
ECA,LTU,Lithuania,2016,EU-SILC,2017,N,i,3,1.4,0.5,,0.0,12.1,11.5,1.9
ECA,LTU,Lithuania,2017,EU-SILC,2018,N,i,3,1.1,0.2,,0.0,10.6,9.9,1.4
ECA,LTU,Lithuania,2018,EU-SILC,2019,N,i,3,1.0,0.4,,0.0,9.9,9.5,1.4
ECA,LTU,Lithuania,2019,EU-SILC,2020,N,i,3,0.6,0.4,,0.0,7.6,7.2,1.0
OHI,LUX,Luxembourg,2012,EU-SILC,2013,N,i,1,0.4,0.2,,0.0,0.1,0.3,0.6
OHI,LUX,Luxembourg,2013,EU-SILC,2014,N,i,1,0.6,0.6,,0.0,0.1,0.2,1.2
OHI,LUX,Luxembourg,2014,EU-SILC,2015,N,i,1,0.4,1.1,,0.0,0.0,0.1,1.5
OHI,LUX,Luxembourg,2015,EU-SILC,2016,N,i,1,0.7,1.0,,0.0,0.5,1.1,1.7
OHI,LUX,Luxembourg,2016,EU-SILC,2017,N,i,1,0.5,1.1,,0.0,0.1,0.5,1.6
OHI,LUX,Luxembourg,2017,EU-SILC,2018,N,i,1,0.8,0.8,,0.0,0.0,0.2,1.5
OHI,LUX,Luxembourg,2018,EU-SILC,2019,N,i,1,0.6,0.4,,0.0,0.1,0.3,0.9
OHI,LUX,Luxembourg,2019,EU-SILC,2020,N,i,1,0.4,0.5,,0.0,0.1,0.1,0.9
ECA,LVA,Latvia,2012,EU-SILC,2013,N,i,2,1.4,0.4,,0.0,15.1,17.0,1.7
ECA,LVA,Latvia,2013,EU-SILC,2014,N,i,2,1.5,0.8,,0.0,14.7,16.1,2.2
ECA,LVA,Latvia,2014,EU-SILC,2015,N,i,2,1.1,0.3,,0.0,13.8,15.4,1.3
ECA,LVA,Latvia,2015,EU-SILC,2016,N,i,2,0.9,0.3,,0.0,12.8,14.2,1.2
ECA,LVA,Latvia,2016,EU-SILC,2017,N,i,2,1.1,0.2,,0.0,10.9,12.2,1.3
ECA,LVA,Latvia,2017,EU-SILC,2018,N,i,2,1.0,0.1,,0.0,10.0,11.9,1.2
ECA,LVA,Latvia,2018,EU-SILC,2019,N,i,2,0.6,0.2,,0.0,8.8,10.2,0.8
ECA,LVA,Latvia,2019,EU-SILC,2020,N,i,2,0.5,0.1,,0.0,7.9,8.9,0.6
MNA,MAR,Morocco,2013,ENCDM,2013,N,c,1,0.9,12.7,6.8,2.4,12.9,8.7,5.4
ECA,MDA,Moldova,2017,HBS,2017,N,c,2,0.1,0.1,0.4,0.0,29.6,18.7,0.3
ECA,MDA,Moldova,2018,HBS,2018,N,c,2,0.0,0.1,0.4,0.0,26.7,17.2,0.3
ECA,MDA,Moldova,2019,HBS,2019,N,c,2,0.0,2.5,0.5,0.0,25.5,16.9,0.8
SSA,MDG,Madagascar,2012,ENSOMD,2012,N,c,3,78.8,49.0,34.7,13.0,76.9,59.9,81.5
SAS,MDV,Maldives,2016,HIES,2016,N,c,2,0.0,2.2,1.5,0.0,5.7,0.9,0.0
SAS,MDV,Maldives,2019,HIES,2019,N,c,2,0.0,0.0,1.9,1.9,4.8,0.0,0.0
LAC,MEX,Mexico,2012,ENIGH,2012,N,i,0,3.8,6.1,2.8,0.8,4.4,7.4,4.5
LAC,MEX,Mexico,2014,ENIGH,2014,N,i,0,3.7,5.5,2.5,0.7,,,4.4
LAC,MEX,Mexico,2016,ENIGHNS,2016,N,i,1,3.2,4.5,2.4,0.4,2.1,4.7,3.6
LAC,MEX,Mexico,2018,ENIGHNS,2018,N,i,1,2.7,4.3,2.5,0.4,1.9,4.2,3.0
LAC,MEX,Mexico,2020,ENIGHNS,2020,N,i,1,3.1,3.8,2.5,0.2,1.3,3.9,3.4
EAP,MHL,Marshall Islands,2019,HIES,2019,N,c,0,0.8,1.0,3.4,1.1,29.0,1.7,1.0
ECA,MKD,"Macedonia, FYR",2012,SILC-C,2013,N,i,2,7.5,0.7,,0.0,,,8.0
ECA,MKD,"Macedonia, FYR",2013,SILC-C,2014,N,i,2,6.2,0.5,,0.0,,,6.6
ECA,MKD,"Macedonia, FYR",2014,SILC-C,2015,N,i,2,5.1,0.3,,0.0,6.4,,5.4
ECA,MKD,"Macedonia, FYR",2015,SILC-C,2016,N,i,2,5.6,0.5,,0.0,6.6,,6.0
ECA,MKD,"Macedonia, FYR",2016,SILC-C,2017,N,i,2,4.4,0.4,,0.0,5.2,,4.7
ECA,MKD,"Macedonia, FYR",2017,SILC-C,2018,N,i,2,4.6,0.3,,0.0,5.3,,4.8
ECA,MKD,"Macedonia, FYR",2018,SILC-C,2019,N,i,2,3.4,0.4,,0.0,5.1,,3.7
SSA,MLI,Mali,2018,EHCVM,2018,N,c,3,16.3,66.6,28.2,23.9,51.9,23.8,44.1
OHI,MLT,Malta,2012,EU-SILC,2013,N,i,0,0.2,0.5,,0.0,0.2,0.3,0.7
OHI,MLT,Malta,2013,EU-SILC,2014,N,i,0,0.1,0.5,,0.0,0.1,0.3,0.6
OHI,MLT,Malta,2014,EU-SILC,2015,N,i,0,0.0,0.6,,0.0,0.0,0.2,0.6
OHI,MLT,Malta,2015,EU-SILC,2016,N,i,0,0.1,0.5,,0.0,0.0,0.1,0.6
OHI,MLT,Malta,2016,EU-SILC,2017,N,i,0,0.1,0.4,,0.0,0.0,0.1,0.5
OHI,MLT,Malta,2017,EU-SILC,2018,N,i,0,0.2,0.2,,0.0,0.1,0.1,0.4
OHI,MLT,Malta,2018,EU-SILC,2019,N,i,0,0.2,0.1,,0.0,0.1,0.1,0.3
OHI,MLT,Malta,2019,EU-SILC,2020,N,i,0,0.3,0.1,,0.0,0.1,0.0,0.4
EAP,MMR,Myanmar,2015,MPLCS,2015,N,c,0,4.8,25.9,13.7,65.9,18.2,29.4,24.4
EAP,MMR,Myanmar,2017,MLCS,2017,N,c,0,1.4,28.0,6.8,50.9,9.7,20.6,15.0
ECA,MNE,Montenegro,2014,HBS,2014,N,c,0,0.0,0.1,,1.4,2.5,1.2,1.2
EAP,MNG,Mongolia,2012,HSES,2012,N,c,3,0.4,5.0,3.5,0.6,,,1.1
EAP,MNG,Mongolia,2014,HSES,2014,N,c,3,0.2,5.4,3.4,0.2,,,0.7
EAP,MNG,Mongolia,2016,HSES,2016,N,c,3,0.5,2.6,3.2,0.3,9.6,12.8,1.8
EAP,MNG,Mongolia,2018,HSES,2018,N,c,3,0.5,2.7,3.2,0.2,10.4,13.0,1.7
SSA,MOZ,Mozambique,2014,IOF,2014,N,c,0,63.7,54.9,33.3,14.6,71.3,41.1,73.2
SSA,MRT,Mauritania,2014,EPCV,2014,N,c,3,6.0,54.3,8.3,54.1,49.3,38.6,45.5
SSA,MUS,Mauritius,2017,HBS,2017,N,c,0,0.2,7.2,0.2,0.2,,,0.4
SSA,MWI,Malawi,2016,IHS-IV,2016,N,c,1,69.2,56.2,3.1,6.7,48.1,12.9,75.2
SSA,MWI,Malawi,2019,IHS-V,2019,N,c,1,73.5,54.3,3.7,88.8,75.1,11.4,80.3
EAP,MYS,Malaysia,2015,HIS,2016,N,i,1,0.0,0.7,0.6,0.6,13.2,1.6,0.2
SSA,NAM,Namibia,2015,NHIES,2015,N,c,1,13.8,11.3,6.1,53.8,68.3,9.2,26.3
SSA,NER,Niger,2014,ECVMA,2014,N,c,4,45.4,70.6,11.7,87.0,83.7,48.5,79.3
SSA,NER,Niger,2018,EHCVM,2018,N,c,5,41.4,79.7,28.0,78.7,85.2,37.5,78.5
SSA,NGA,Nigeria,2018,LSS,2018,N,c,4,39.1,17.6,20.3,39.4,44.9,27.5,47.3
LAC,NIC,Nicaragua,2014,EMNV,2014,N,i,1,3.4,14.1,8.1,20.0,42.7,12.5,15.2
OHI,NLD,Netherlands,2012,EU-SILC,2013,N,i,2,0.4,0.4,,0.0,0.0,0.0,0.8
OHI,NLD,Netherlands,2013,EU-SILC,2014,N,i,2,0.5,0.6,,0.0,0.0,0.0,1.1
